,DS_CARGO,NM_CANDIDATO,NM_SOCIAL_CANDIDATO,NM_PARTIDO,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,DS_GRAU_INSTRUCAO,NM_UE,VR_DESPESA_MAX_CAMPANHA
17807,VEREADOR,MARCELA CEZÁRIO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,NEGRA,32,ENSINO MÉDIO COMPLETO,ITAGUAÍ,0
17808,VEREADOR,JOSE ALVES DOS SANTOS,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,NEGRA,35,ENSINO FUNDAMENTAL INCOMPLETO,CABO FRIO,0
17809,VEREADOR,KATIA MENDES DA SILVA,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,NEGRA,40,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS,0
17810,VEREADOR,JEFERSON MILLELI SILVA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,35,SUPERIOR COMPLETO,BELFORD ROXO,-1
17812,VEREADOR,ADILSON RODRIGUES FIGUEIREDO,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,BRANCA,47,ENSINO MÉDIO COMPLETO,RIO CLARO,0
17813,VEREADOR,REGINA BARRETO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,NEGRA,67,ENSINO FUNDAMENTAL INCOMPLETO,SÃO FRANCISCO DE ITABAPOANA,-1
17814,VEREADOR,SERGIO GOMES DE ASEVEDO,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,44,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
17815,VEREADOR,LUIZ CARLOS DE MELO,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,50,ENSINO FUNDAMENTAL INCOMPLETO,PETRÓPOLIS,-1
17816,VEREADOR,CARLOS ALBERTO BARAÇAL DE SOUZA,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,NEGRA,51,ENSINO MÉDIO COMPLETO,MESQUITA,-1
17817,VEREADOR,RICARDO POUBEL GARCIA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,25,SUPERIOR COMPLETO,TRAJANO DE MORAES,-1
17819,VEREADOR,EVERTON DE OLIVEIRA MONTEIRO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,NEGRA,34,ENSINO MÉDIO INCOMPLETO,AREAL,-1
17820,VEREADOR,LUAN ALMEIDA DOS SANTOS,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,NEGRA,26,SUPERIOR INCOMPLETO,MACAÉ,-1
17821,VEREADOR,ELAZIR MARIA DE OLIVEIRA LUZ,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,NEGRA,63,LÊ E ESCREVE,PARACAMBI,0
17822,VEREADOR,ANA MARIA PINTO DE SOUZA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,FEMININO,BRANCA,72,SUPERIOR COMPLETO,PATY DO ALFERES,-1
17823,VEREADOR,FLAVIO FERREIRA DOS SANTOS RODRIGUES,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,NEGRA,32,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI,-1
17824,VEREADOR,ANA PAULA MENDES ROSA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,NEGRA,33,ENSINO FUNDAMENTAL INCOMPLETO,SILVA JARDIM,-1
17825,VEREADOR,EVERSON COELHO DOS SANTOS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,54,ENSINO MÉDIO COMPLETO,CABO FRIO,-1
17826,VEREADOR,CARLOS ANTÔNIO DOS SANTOS JÚNIOR,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,39,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS,0
17827,VEREADOR,NATHÁLIA DOS ANJOS CORDEIRO RODRIGUES DE OLIVEIRA,#NULO#,PARTIDO PROGRESSISTA,FEMININO,BRANCA,27,SUPERIOR COMPLETO,CAMPOS DOS GOYTACAZES,-1
17828,VEREADOR,ISAIAS AMBROSIO FILHO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,56,ENSINO FUNDAMENTAL INCOMPLETO,RIO DE JANEIRO,-1
17829,VEREADOR,ELIAS EVARISTO LEITE,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,NEGRA,36,ENSINO FUNDAMENTAL INCOMPLETO,RIO CLARO,0
17830,VEREADOR,GABRIELA VIANA MOREIRA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,BRANCA,45,SUPERIOR COMPLETO,CACHOEIRAS DE MACACU,0
17831,VEREADOR,VERA LÚCIA DE FÁTIMA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,57,ENSINO MÉDIO COMPLETO,QUATIS,-1
17832,VEREADOR,AROLDO RODRIGUES ORÉM,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,66,ENSINO FUNDAMENTAL COMPLETO,PATY DO ALFERES,-1
17833,VEREADOR,VANIA SANTOS DE FIGUEIREDO,#NULO#,PARTIDO PÁTRIA LIVRE,FEMININO,NEGRA,33,ENSINO MÉDIO COMPLETO,SÃO GONÇALO,-1
17835,VEREADOR,MIGUEL MARTINS,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,NEGRA,58,ENSINO MÉDIO INCOMPLETO,SÃO GONÇALO,-1
17837,VEREADOR,RITA DE CASSIA SILVA DA ROSA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,40,SUPERIOR COMPLETO,RIO DE JANEIRO,0
17838,VEREADOR,GLAUCO CARVALHO E SOUZA,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,BRANCA,44,SUPERIOR COMPLETO,ANGRA DOS REIS,0
17839,VEREADOR,MARCELLE CRISTIANE ESTEVES,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,NEGRA,43,SUPERIOR COMPLETO,RIO DE JANEIRO,0
17840,VEREADOR,ANTONIO FRANCISCO DOS SANTOS OLIVEIRA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,BRANCA,39,ENSINO FUNDAMENTAL COMPLETO,CAMPOS DOS GOYTACAZES,-1
17841,VEREADOR,RAIMUNDO CAMPELO DE CARVALHO,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,NEGRA,50,ENSINO MÉDIO INCOMPLETO,CABO FRIO,-1
17842,VEREADOR,ULISSES PEREIRA DE SOUZA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,52,SUPERIOR COMPLETO,ANGRA DOS REIS,0
17843,VEREADOR,FELIPE MIRANDA MACHADO MOREIRA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,21,SUPERIOR INCOMPLETO,SANTA MARIA MADALENA,-1
17844,VEREADOR,IRACEMA CONCEIÇAO DO COUTO,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,FEMININO,NEGRA,37,ENSINO FUNDAMENTAL INCOMPLETO,CASIMIRO DE ABREU,-1
17845,VEREADOR,REGINA ESTELA DE ALMEIDA BRUST,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,NEGRA,66,ENSINO MÉDIO INCOMPLETO,NOVA FRIBURGO,-1
17846,VEREADOR,ROBERTO CARLOS DOS SANTOS,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,NEGRA,51,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
17847,VEREADOR,BRUNO PORTO DE ALMEIDA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,36,SUPERIOR COMPLETO,SÃO GONÇALO,-1
17848,VEREADOR,MARCO ANTONIO SAGÁRIO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,NEGRA,45,ENSINO MÉDIO COMPLETO,ITAGUAÍ,0
17849,VEREADOR,ALAN FERREIRA DE SOUZA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,NEGRA,38,ENSINO MÉDIO COMPLETO,CARAPEBUS,-1
17850,VEREADOR,AVERALDO DE JESUS DA SILVA VIDAL,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,NEGRA,26,ENSINO MÉDIO INCOMPLETO,PORTO REAL,0
17851,VEREADOR,ALICE PACHECO CAMPOS,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,BRANCA,24,SUPERIOR INCOMPLETO,MIRACEMA,-1
17852,VEREADOR,FRANCISCO JOSÉ DA SILVA,#NULO#,PARTIDO VERDE,MASCULINO,INDÍGENA,60,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO,0
17853,VEREADOR,ALDAIR NUNES ELIAS,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,NEGRA,45,ENSINO MÉDIO COMPLETO,MARICÁ,-1
17854,VEREADOR,ANDERSON DA COSTA FERREIRA,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,41,SUPERIOR COMPLETO,NOVA IGUAÇU,-1
17855,VEREADOR,LUIZ CARLOS BENEDITO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,68,ENSINO FUNDAMENTAL COMPLETO,CAMPOS DOS GOYTACAZES,-1
17856,VEREADOR,DANIÉLA CRISTINA BARROS SILVA,#NULO#,PARTIDO PROGRESSISTA,FEMININO,NEGRA,22,ENSINO MÉDIO COMPLETO,QUATIS,-1
17859,VEREADOR,POLIANE DE AQUINO FERREIRA CORREA,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,BRANCA,31,ENSINO MÉDIO COMPLETO,SÃO FIDÉLIS,-1
17860,VEREADOR,EVELISE SANTOS SILVEIRA SANTIAGO,#NULO#,PARTIDO COMUNISTA DO BRASIL,FEMININO,BRANCA,39,SUPERIOR COMPLETO,SILVA JARDIM,-1
17861,VEREADOR,SIMONE CLARA DO NASCIMENTO,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,FEMININO,NEGRA,44,ENSINO MÉDIO INCOMPLETO,RIO DE JANEIRO,-1
17862,VEREADOR,ANTONIO CARLOS GARCIA DE OLIVEIRA,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,NEGRA,55,ENSINO FUNDAMENTAL COMPLETO,SÃO JOÃO DE MERITI,-1
17863,VEREADOR,LENORA DE SOUZA CAVALIERI VALLE,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,BRANCA,62,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
17864,VEREADOR,CARLOS ALBERTO DA SILVA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,NEGRA,65,ENSINO FUNDAMENTAL COMPLETO,ARARUAMA,0
17865,VEREADOR,SERGIO DE SOUZA SCARDINE,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,53,ENSINO FUNDAMENTAL COMPLETO,CORDEIRO,-1
17866,VEREADOR,MIGUEL ALVES DA CRUZ,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,BRANCA,58,ENSINO MÉDIO COMPLETO,JAPERI,-1
17867,VEREADOR,VALDEMIRO GOMES PIMENTA,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,66,ENSINO FUNDAMENTAL COMPLETO,ITAGUAÍ,0
17868,VEREADOR,ERIVELTO CAMARA DE LUNA,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,NEGRA,64,ENSINO MÉDIO COMPLETO,SÃO JOÃO DE MERITI,-1
17869,VEREADOR,ROBSON MACIEL PEREIRA,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,30,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,-1
17870,VEREADOR,JOSÉ ROBERTO LOPES,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,41,ENSINO FUNDAMENTAL COMPLETO,AREAL,0
17871,VEREADOR,MAURICIO LUIZ DE OLIVEIRA BORGES,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,50,SUPERIOR COMPLETO,PETRÓPOLIS,-1
17872,VEREADOR,MÁRCIO SOARES BITTENCOURT,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,52,SUPERIOR COMPLETO,MACAÉ,-1
17873,VEREADOR,DOMICIANO PALLA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,37,ENSINO MÉDIO COMPLETO,COMENDADOR LEVY GASPARIAN,-1
17874,VEREADOR,ABEL SOUZA PINTO FILHO,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,54,ENSINO MÉDIO COMPLETO,CARDOSO MOREIRA,0
17875,VEREADOR,JOSÉ DA SILVA RIBAS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,NEGRA,56,SUPERIOR COMPLETO,MENDES,-1
17876,VEREADOR,IVANIRA PEREIRA VALLADÃO AIRES,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,BRANCA,48,ENSINO MÉDIO COMPLETO,ARRAIAL DO CABO,-1
17877,VEREADOR,FAUSTO TEIXEIRA DA CUNHA FILHO,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,49,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
17878,VEREADOR,HAMILTON CARLOS DE MELLO PAIVA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,52,ENSINO MÉDIO INCOMPLETO,BARRA MANSA,-1
17879,VEREADOR,CLESIO ESTEVAN JORGE SOUSA,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,NEGRA,46,ENSINO FUNDAMENTAL INCOMPLETO,SÃO FRANCISCO DE ITABAPOANA,-1
17881,VEREADOR,MARCELO ANTONIO DE LIMA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,45,ENSINO FUNDAMENTAL INCOMPLETO,JAPERI,-1
17882,VEREADOR,JOCIMAR DA COSTRA VIEIRA,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,43,ENSINO MÉDIO COMPLETO,ARRAIAL DO CABO,-1
17883,VEREADOR,JOELMA VIANNA RIBEIRO,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,NEGRA,47,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
17884,VEREADOR,ELAINE DIAS PEREIRA,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,BRANCA,63,SUPERIOR COMPLETO,NOVA IGUAÇU,-1
17886,VEREADOR,MÔNICA FERREIRA RIBEIRO,#NULO#,PARTIDO PROGRESSISTA,FEMININO,NEGRA,24,ENSINO MÉDIO INCOMPLETO,CONCEIÇÃO DE MACABU,-1
17887,VEREADOR,ANTONIO MORALLES DA CUNHA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,62,ENSINO FUNDAMENTAL COMPLETO,SÃO JOSÉ DE UBÁ,0
17888,VEREADOR,JOSE RONALDO DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,NEGRA,35,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
17889,VEREADOR,ANTONIO SAID DE OLIVEIRA JUNIOR,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,37,ENSINO MÉDIO COMPLETO,VARRE-SAI,0
17890,VEREADOR,FERNANDA DA SILVA VIEIRA,#NULO#,PARTIDO TRABALHISTA NACIONAL,FEMININO,BRANCA,30,ENSINO MÉDIO COMPLETO,PATY DO ALFERES,-1
17891,VEREADOR,RUI SIQUEIRA DE PAIVA E SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,38,SUPERIOR COMPLETO,RESENDE,-1
17892,VEREADOR,ALEXANDRE LINHARES DE LIMA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,34,ENSINO MÉDIO COMPLETO,MAGÉ,-1
17893,VEREADOR,WILY FERRAZ DE LIMA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,BRANCA,23,ENSINO MÉDIO COMPLETO,MACAÉ,-1
17894,VEREADOR,RONALDO DA SILVA FIGUEIRA,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,46,ENSINO FUNDAMENTAL COMPLETO,ENGENHEIRO PAULO DE FRONTIN,-1
17895,VEREADOR,MARCIO KLEBER GOMES DA SILVA,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,NEGRA,43,ENSINO FUNDAMENTAL INCOMPLETO,BELFORD ROXO,-1
17896,VEREADOR,CELMA PEREIRA SARDINHA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,58,ENSINO MÉDIO COMPLETO,CARAPEBUS,-1
17897,VEREADOR,MARCIO LUÍS CORRÊA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,48,ENSINO MÉDIO INCOMPLETO,MIGUEL PEREIRA,-1
17898,VEREADOR,LAZARO BRUNO DOS SANTOS OLIVEIRA DE MELO,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,NEGRA,40,ENSINO MÉDIO INCOMPLETO,RIO DE JANEIRO,-1
17899,VEREADOR,MAURA INAME MONÇÃO,#NULO#,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,FEMININO,BRANCA,75,ENSINO FUNDAMENTAL INCOMPLETO,SÃO GONÇALO,-1
17900,VEREADOR,MARCOS AURÉLIO FARIAS DA SILVA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,NEGRA,46,ENSINO MÉDIO INCOMPLETO,SÃO GONÇALO,-1
17901,VEREADOR,ADILSON DOS SANTOS,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,NEGRA,43,ENSINO FUNDAMENTAL COMPLETO,CORDEIRO,-1
17902,VEREADOR,KATIA DE OLIVEIRA ALVES,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,NEGRA,38,SUPERIOR INCOMPLETO,SÃO GONÇALO,-1
17904,VEREADOR,ALCIR DA FONSECA LIMA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,48,ENSINO FUNDAMENTAL INCOMPLETO,NOVA FRIBURGO,-1
17905,VEREADOR,RITA DE CASSIA GERALDINA DOS SANTOS VIEIRA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,NEGRA,53,ENSINO MÉDIO COMPLETO,BARRA MANSA,-1
17906,VEREADOR,DENISIA JOUBLOT DE SANTANA GONZAGA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,NEGRA,45,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO,0
17907,VEREADOR,VALCIR NOGUEIRA DA SILVA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,38,SUPERIOR COMPLETO,PORTO REAL,-1
17908,VEREADOR,JULIANA SANTOS DE ALMEIDA CAMPISTA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,27,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
17909,VEREADOR,CIDINEY TONASSE BIRAL,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,64,ENSINO FUNDAMENTAL INCOMPLETO,TRAJANO DE MORAES,-1
17910,VEREADOR,CRISTIANE REIS DE OLIVEIRA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,BRANCA,48,SUPERIOR COMPLETO,RIO DE JANEIRO,0
17911,VEREADOR,JOSÉ ARIMATÉIA GONÇALVES LAMEU,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,NEGRA,59,ENSINO MÉDIO COMPLETO,ITAGUAÍ,0
17912,VEREADOR,DELMA RAMOS CHERMOUT,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,52,ENSINO FUNDAMENTAL INCOMPLETO,SUMIDOURO,-1
17913,VEREADOR,FERNANDA DUARTE DE FREITAS,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,BRANCA,30,SUPERIOR COMPLETO,ITAGUAÍ,0
17914,VEREADOR,LAURA FERNANDES TEIXEIRA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,BRANCA,48,ENSINO MÉDIO COMPLETO,ARRAIAL DO CABO,-1
17915,VEREADOR,MARCIO VENICIO FRANCISCO,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,NEGRA,48,ENSINO FUNDAMENTAL INCOMPLETO,MIGUEL PEREIRA,-1
17916,VEREADOR,WANDERSON MATTOSO DE ASSIS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,NEGRA,40,ENSINO MÉDIO COMPLETO,SÃO GONÇALO,-1
17917,VEREADOR,JOÃO FRANCISCO FERREIRA,#NULO#,REDE SUSTENTABILIDADE,MASCULINO,NEGRA,42,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
17918,VEREADOR,ALEXANDRE OLIVEIRA DA CRUZ,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,NEGRA,43,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO,0
17919,VEREADOR,IVAN GONÇALVES LINCOLN,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,BRANCA,42,ENSINO FUNDAMENTAL INCOMPLETO,CASIMIRO DE ABREU,-1
17920,VEREADOR,JOSE RICARDO MARQUES FERNANDES,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,52,ENSINO MÉDIO COMPLETO,PATY DO ALFERES,-1
17921,VEREADOR,JOSE ROZENDO PACHECO DA SILVA PALMEIRA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,NEGRA,31,ENSINO MÉDIO INCOMPLETO,TANGUÁ,0
17922,VEREADOR,MARCIO TADEU ROSA DA SILVA,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,NEGRA,43,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
17923,VEREADOR,CARLOS JOSE MOURA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,NEGRA,42,ENSINO FUNDAMENTAL INCOMPLETO,TANGUÁ,0
17924,VEREADOR,SIMONI TAVARES DA SILVA,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,NEGRA,37,ENSINO FUNDAMENTAL COMPLETO,PIRAÍ,-1
17925,VEREADOR,CARLOS ALBERTO DE OLIVEIRA CARVALHO,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,NEGRA,32,ENSINO FUNDAMENTAL COMPLETO,RESENDE,-1
17926,VEREADOR,SILVIO CESAR DA SILVA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,NEGRA,43,SUPERIOR INCOMPLETO,PETRÓPOLIS,-1
17927,VEREADOR,MOISES ANTONIO EUGENIO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,37,ENSINO MÉDIO COMPLETO,QUEIMADOS,-1
17929,VEREADOR,AILTON DE JESUS MATOS,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,NEGRA,63,ENSINO FUNDAMENTAL COMPLETO,QUEIMADOS,-1
17930,VEREADOR,THIAGO MENDES LOPES DA SILVA,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,36,ENSINO MÉDIO COMPLETO,PINHEIRAL,-1
17931,VEREADOR,ALDEIR FELIX HONORATO,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,31,SUPERIOR COMPLETO,PARAÍBA DO SUL,-1
17932,VEREADOR,JANAINA DE MELO GUIMARÃES,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,42,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ,-1
17933,VEREADOR,NILSON AMORIM DE MENDONÇA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,BRANCA,48,ENSINO MÉDIO COMPLETO,IGUABA GRANDE,0
17934,VEREADOR,HILDERLAN MIRANDA RODRIGUES,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,34,ENSINO FUNDAMENTAL COMPLETO,TANGUÁ,0
17935,VEREADOR,ANTONIO CARLOS CARDOSO,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,NEGRA,45,ENSINO FUNDAMENTAL COMPLETO,PIRAÍ,-1
17937,VEREADOR,DIOGO FERREIRA DE SOUZA,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,NEGRA,34,ENSINO FUNDAMENTAL COMPLETO,BELFORD ROXO,-1
17938,VEREADOR,ALEXANDRE TADEU BARROS ESTEVES DE ARAUJO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,49,SUPERIOR COMPLETO,CAMPOS DOS GOYTACAZES,-1
17939,VEREADOR,VALMIR ORÇAI FIALHO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,42,SUPERIOR COMPLETO,SANTO ANTÔNIO DE PÁDUA,-1
17940,VEREADOR,FRANCISCO ROSEO FEITOSA ALENCAR JUNIOR,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,46,ENSINO MÉDIO COMPLETO,NITERÓI,-1
17941,VEREADOR,EBERSON DA SILVA NEVES,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,NEGRA,37,ENSINO MÉDIO COMPLETO,MAGÉ,-1
17942,VEREADOR,EDINA CLEMENTE ROCHA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,NEGRA,60,ENSINO FUNDAMENTAL INCOMPLETO,SAQUAREMA,-1
17943,VEREADOR,ELISANGELA BORGES ALBUQUERQUE,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,BRANCA,36,SUPERIOR COMPLETO,PARATY,-1
17944,VEREADOR,ADRIANO RODRIGUES DE SOUZA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,NEGRA,37,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
17945,VEREADOR,EURIDES ELIETE DE SOUZA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,BRANCA,49,ENSINO FUNDAMENTAL COMPLETO,CARDOSO MOREIRA,0
17946,VEREADOR,ANTONIO ROBERTO ABUCEZZE,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,50,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,-1
17948,VEREADOR,OSVALDO NUNES DE SOUSA FILHO,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,BRANCA,43,ENSINO MÉDIO COMPLETO,MIRACEMA,0
