,DS_CARGO,NM_CANDIDATO,NM_SOCIAL_CANDIDATO,NM_PARTIDO,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,DS_GRAU_INSTRUCAO,NM_UE,VR_DESPESA_MAX_CAMPANHA
4797,VEREADOR,CLAUDIA LINS LIMA LEAL,#NULO#,DEMOCRATAS,FEMININO,BRANCA,56,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
4798,VEREADOR,MARCOS JOSE RODRIGUES MACHADO,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,40,SUPERIOR COMPLETO,SAQUAREMA,-1
4799,VEREADOR,EDUARDO CARNEIRO DE AMORIM,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,NEGRA,46,ENSINO MÉDIO COMPLETO,SAQUAREMA,-1
4800,VEREADOR,ADHAMO CESAR SEDA DE ASSIS,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,43,ENSINO MÉDIO INCOMPLETO,ITAGUAÍ,0
4801,VEREADOR,EDSON DA SILVA GAMA,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,MASCULINO,BRANCA,56,SUPERIOR COMPLETO,CABO FRIO,-1
4802,VEREADOR,ANGELA MARIA VIEIRA GOMES,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,BRANCA,48,ENSINO FUNDAMENTAL INCOMPLETO,PARATY,-1
4803,VEREADOR,LINDOMAR RODRIGUES DUARTE,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,39,ENSINO MÉDIO INCOMPLETO,MIRACEMA,-1
4804,VEREADOR,ADRIANA OLIVEIRA DOS SANTOS,#NULO#,PARTIDO PROGRESSISTA,FEMININO,NEGRA,45,ENSINO MÉDIO COMPLETO,ARARUAMA,0
4805,VEREADOR,EDMAR DA SILVA HENRIQUES,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,64,SUPERIOR COMPLETO,SÃO FRANCISCO DE ITABAPOANA,-1
4806,VEREADOR,DARLAN ARAÚJO CABRAL,#NULO#,PARTIDO DOS TRABALHADORES,MASCULINO,NEGRA,31,SUPERIOR COMPLETO,ARARUAMA,0
4807,VEREADOR,ZILENE SALES DA SILVA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,40,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,0
4808,VEREADOR,VIRGINIA ETELVINA DE GUADALUPE MONVOISIN,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,60,ENSINO MÉDIO COMPLETO,RIO BONITO,0
4809,VEREADOR,ADRIANO COSTA GONÇALVES,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,NEGRA,42,SUPERIOR INCOMPLETO,MANGARATIBA,0
4810,VEREADOR,RICARDO DA SILVA ALMEIDA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,NEGRA,34,ENSINO MÉDIO INCOMPLETO,SAQUAREMA,-1
4811,VEREADOR,WALLACE MAIA PINTO,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,NEGRA,44,ENSINO FUNDAMENTAL COMPLETO,MAGÉ,-1
4812,VEREADOR,ANTÔNIO RICARDO DE FREITAS,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,65,SUPERIOR COMPLETO,DUQUE DE CAXIAS,-1
4813,VEREADOR,JOCILEA DOS SANTOS RIBEIRO,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,BRANCA,71,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,-1
4814,VEREADOR,MANOEL MESSIAS SOBRINHO,#NULO#,PARTIDO PÁTRIA LIVRE,MASCULINO,BRANCA,60,ENSINO MÉDIO INCOMPLETO,SÃO JOÃO DE MERITI,-1
4815,VEREADOR,FRED BRITO OLIVEIRA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,NEGRA,46,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO,0
4816,VEREADOR,LUCINEA TEIXEIRA BARRIAS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,46,ENSINO MÉDIO INCOMPLETO,DUAS BARRAS,-1
4817,VEREADOR,SIDNEI MATTOS FILHO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,NEGRA,27,ENSINO MÉDIO COMPLETO,RIO DAS OSTRAS,0
4818,VEREADOR,MAER LUIZ DA SILVA LOBIANCO,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,BRANCA,33,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,-1
4819,VEREADOR,MARIA DA CRUZ DAMÁSIO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,NEGRA,65,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ,0
4820,VEREADOR,VOLNEI DA SILVA RODRIGUES,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,61,ENSINO FUNDAMENTAL INCOMPLETO,IGUABA GRANDE,0
4821,VEREADOR,LUCIANA FATIMA DA SILVA,#NULO#,PARTIDO DOS TRABALHADORES,FEMININO,BRANCA,37,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
4822,VEREADOR,VINICIUS AUGUSTO DA COSTA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,34,ENSINO MÉDIO COMPLETO,BELFORD ROXO,-1
4823,VEREADOR,CLARA MARIA FONSECA SILVA,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,60,ENSINO MÉDIO INCOMPLETO,RIO DE JANEIRO,0
4824,VEREADOR,ELIOMAR OLIVEIRA DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,48,ENSINO MÉDIO COMPLETO,BOM JESUS DO ITABAPOANA,0
4825,VEREADOR,SYDNEY SIQUEIRA FERREIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,42,ENSINO MÉDIO COMPLETO,ANGRA DOS REIS,0
4826,VEREADOR,FELIPE ASSIS NAZARETH,#NULO#,DEMOCRATAS,MASCULINO,NEGRA,40,ENSINO FUNDAMENTAL INCOMPLETO,MESQUITA,-1
4827,VEREADOR,ANDREIA ALVES DA SILVA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,FEMININO,NEGRA,42,SUPERIOR COMPLETO,VASSOURAS,-1
4828,VEREADOR,DAVID RODRIGUES DE MORAIS,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,NEGRA,35,ENSINO MÉDIO COMPLETO,MANGARATIBA,0
4829,VEREADOR,LUIS DE SOUZA TEIXEIRA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,45,ENSINO MÉDIO COMPLETO,SÃO JOSÉ DO VALE DO RIO PRETO,0
4830,VEREADOR,MARIZA D ESTE DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,52,ENSINO MÉDIO COMPLETO,CABO FRIO,0
4831,VEREADOR,MARCELO FRANÇA DA SILVA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,42,ENSINO MÉDIO COMPLETO,ARRAIAL DO CABO,-1
4832,VEREADOR,CARLOS HENRIQUE GOMES DIAS,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,NEGRA,43,ENSINO MÉDIO COMPLETO,RIO BONITO,0
4833,VEREADOR,PRISCILA DA SILVA,#NULO#,SOLIDARIEDADE,FEMININO,BRANCA,29,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO,0
4834,VEREADOR,ADIR HENRIQUE DOS SANTOS,#NULO#,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,MASCULINO,NEGRA,38,SUPERIOR INCOMPLETO,RIO DE JANEIRO,-1
4835,VEREADOR,GILCIMAR PEIXOTO DE ARRUDA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,34,ENSINO FUNDAMENTAL INCOMPLETO,SAQUAREMA,-1
4836,VEREADOR,MARIA APARECIDA  DOS SANTOS,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,NEGRA,55,ENSINO MÉDIO COMPLETO,MAGÉ,-1
4837,VEREADOR,MARIA DAS NEVES OLIVEIRA,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,NEGRA,53,ENSINO FUNDAMENTAL INCOMPLETO,SILVA JARDIM,-1
4838,VEREADOR,JOSIMAR COELHO DE MATTOS,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,50,ENSINO MÉDIO COMPLETO,CANTAGALO,-1
4839,VEREADOR,ANDERSON MOTA ANTONIO,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,NEGRA,43,ENSINO MÉDIO COMPLETO,BARRA DO PIRAÍ,0
4840,VEREADOR,CARLOS NANTES BOLSONARO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,34,SUPERIOR COMPLETO,RIO DE JANEIRO,-1
4841,VEREADOR,MARCO ALEXANDRE FINAMOR RODRIGUES,#NULO#,PARTIDO DA REPÚBLICA,MASCULINO,NEGRA,32,ENSINO MÉDIO COMPLETO,ITAPERUNA,-1
4842,VEREADOR,SANDRO DE OLIVEIRA DAUMAS,#NULO#,PARTIDO SOCIAL LIBERAL,MASCULINO,BRANCA,50,SUPERIOR INCOMPLETO,CONCEIÇÃO DE MACABU,-1
4843,VEREADOR,HELEN DE PAULA BARRETO,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,NEGRA,39,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
4844,VEREADOR,LUCIANA PINTO PIRES DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,42,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO,-1
4845,VEREADOR,VICENTE CORREIA TAVARES JUNIOR,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,47,ENSINO MÉDIO COMPLETO,SÃO GONÇALO,0
4846,VEREADOR,JUNIOR GUALBERTO MARTINS,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,36,ENSINO FUNDAMENTAL COMPLETO,SÃO SEBASTIÃO DO ALTO,0
4847,VEREADOR,MARILIA DE REIS SOUZA,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,NEGRA,48,ENSINO FUNDAMENTAL INCOMPLETO,SILVA JARDIM,-1
4849,VEREADOR,MIGUEL ARCANJO NATALINO DA SILVA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,51,ENSINO FUNDAMENTAL COMPLETO,VOLTA REDONDA,-1
4850,VEREADOR,AGNALDO BULCAO MONARI,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,54,ENSINO MÉDIO INCOMPLETO,PETRÓPOLIS,-1
4851,VEREADOR,JORGE LUIZ DE CASTRO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,57,ENSINO FUNDAMENTAL COMPLETO,PARAÍBA DO SUL,-1
4852,VEREADOR,VALQUIRIO JOIA MARQUES DA SILVA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,48,ENSINO MÉDIO COMPLETO,CARDOSO MOREIRA,0
4853,VEREADOR,VANDERLEI RODRIGUES BENTO NETO,#NULO#,PARTIDO DA MULHER BRASILEIRA,MASCULINO,BRANCA,29,ENSINO MÉDIO COMPLETO,CABO FRIO,0
4854,VEREADOR,ANDRÉ DOS SANTOS BRAGA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,41,ENSINO FUNDAMENTAL COMPLETO,RIO DAS OSTRAS,0
4855,VEREADOR,ANA CAROLINA DE OLIVEIRA MENDONÇA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,FEMININO,BRANCA,29,ENSINO MÉDIO COMPLETO,QUATIS,-1
4856,VEREADOR,ALFREDO BARBOSA DE LIMA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,51,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,-1
4857,VEREADOR,MANUEL DA COSTA FARIA,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,46,ENSINO MÉDIO COMPLETO,MIGUEL PEREIRA,-1
4858,VEREADOR,JOSE MAXIMO DE BARROS,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,61,ENSINO FUNDAMENTAL INCOMPLETO,VOLTA REDONDA,-1
4859,VEREADOR,RAFAEL MOURA JACINTHO,#NULO#,PARTIDO ECOLÓGICO NACIONAL,MASCULINO,NEGRA,25,ENSINO MÉDIO COMPLETO,LAJE DO MURIAÉ,-1
4860,VEREADOR,JOÃO CARLOS DE SOUZA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,BRANCA,71,ENSINO FUNDAMENTAL COMPLETO,ITABORAÍ,-1
4861,VEREADOR,JOSINALDO MARTINS,#NULO#,SOLIDARIEDADE,MASCULINO,NEGRA,53,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
4862,VEREADOR,SUELI BARROS CASA NOVA,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,NEGRA,57,ENSINO FUNDAMENTAL INCOMPLETO,PATY DO ALFERES,-1
4863,VEREADOR,ALEXANDRE VEIGA LISBOA,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,BRANCA,61,ENSINO MÉDIO COMPLETO,PATY DO ALFERES,-1
4864,VEREADOR,JOÃO MENDES DE JESUS,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,63,SUPERIOR COMPLETO,RIO DE JANEIRO,-1
4866,VEREADOR,MAGNO ALCANTARA DA SILVA,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,50,ENSINO FUNDAMENTAL COMPLETO,PARATY,-1
4867,VEREADOR,PAULO FERREIRA MARTINS,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,46,ENSINO MÉDIO COMPLETO,QUEIMADOS,-1
4868,VEREADOR,DOUGLAS ALVES RODRIGUES,#NULO#,DEMOCRATAS,MASCULINO,NEGRA,35,ENSINO FUNDAMENTAL INCOMPLETO,JAPERI,-1
4869,VEREADOR,DANIEL PACHECO DE AZEVÊDO,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,70,ENSINO FUNDAMENTAL INCOMPLETO,PATY DO ALFERES,-1
4870,VEREADOR,AFONSO CARDOSO DA SILVA,#NULO#,SOLIDARIEDADE,MASCULINO,BRANCA,60,SUPERIOR COMPLETO,RIO DE JANEIRO,0
4871,VEREADOR,ADRIANO PINTO DA SILVA FILHO,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,59,ENSINO FUNDAMENTAL COMPLETO,MIGUEL PEREIRA,-1
4872,VEREADOR,JONAS PEREIRA DA SILVA,#NULO#,PARTIDO REPUBLICANO PROGRESSISTA,MASCULINO,NEGRA,42,ENSINO MÉDIO COMPLETO,NITERÓI,-1
4873,VEREADOR,JUAREZ FERREIRA DE SOUZA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,BRANCA,63,ENSINO MÉDIO INCOMPLETO,SANTO ANTÔNIO DE PÁDUA,-1
4874,VEREADOR,FABIANO DA FONSECA PACHECO,#NULO#,PARTIDO TRABALHISTA BRASILEIRO,MASCULINO,BRANCA,38,ENSINO MÉDIO COMPLETO,SÃO JOSÉ DO VALE DO RIO PRETO,0
4875,VEREADOR,MONIQUE DUTRA GOMES,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,BRANCA,33,SUPERIOR COMPLETO,VOLTA REDONDA,0
4876,VEREADOR,THEREZA BEATRIZ DE ALMEIDA THOMAZ DE OLIVEIRA,#NULO#,PARTIDO DA REPÚBLICA,FEMININO,BRANCA,52,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO,-1
4877,VEREADOR,CARLOS SANTOS MOREIRA,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,NEGRA,61,ENSINO MÉDIO COMPLETO,CAMBUCI,-1
4878,VEREADOR,MARIA DO CARMO CARDOSO DE LIMA DA SILVA,#NULO#,REDE SUSTENTABILIDADE,FEMININO,NEGRA,56,SUPERIOR COMPLETO,SÃO JOÃO DE MERITI,-1
4879,VEREADOR,MARISE LOUREIRO DOS SANTOS,#NULO#,PARTIDO SOCIALISMO E LIBERDADE,FEMININO,BRANCA,54,SUPERIOR COMPLETO,TERESÓPOLIS,-1
4880,VEREADOR,ROSANGELA DE CARVALHO PASSOS GÔDA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,41,ENSINO MÉDIO COMPLETO,ENGENHEIRO PAULO DE FRONTIN,-1
4881,VEREADOR,AMANDA KELLEY DA PENHA FERRAZ,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,FEMININO,NEGRA,26,ENSINO MÉDIO COMPLETO,RESENDE,0
4882,VEREADOR,MARIA RITA CARRARINE SOARES,#NULO#,PARTIDO POPULAR SOCIALISTA,FEMININO,NEGRA,47,ENSINO FUNDAMENTAL INCOMPLETO,ITAPERUNA,-1
4883,VEREADOR,CLAUDIO NASCIMENTO,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,NEGRA,43,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
4884,VEREADOR,MADERSON DE CARVALHO FRANCISCO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,NEGRA,35,ENSINO MÉDIO COMPLETO,GUAPIMIRIM,-1
4885,VEREADOR,JOSÉ DARLI TARDEM,#NULO#,PARTIDO COMUNISTA DO BRASIL,MASCULINO,BRANCA,52,ENSINO FUNDAMENTAL INCOMPLETO,BOM JARDIM,-1
4886,VEREADOR,WAGNER DA CRUZ PEREIRA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,54,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
4888,VEREADOR,ELEDIR FERREIRA CORREA,#NULO#,PARTIDO DA MOBILIZAÇÃO NACIONAL,MASCULINO,NEGRA,62,ENSINO MÉDIO COMPLETO,ITABORAÍ,-1
4889,VEREADOR,ANDRÉ DA SILVA FERREIRA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,44,ENSINO MÉDIO COMPLETO,ITAPERUNA,0
4890,VEREADOR,FLÁVIA DOS SANTOS BATISTA,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,BRANCA,44,ENSINO MÉDIO COMPLETO,SEROPÉDICA,0
4891,VEREADOR,JOCIVAL ALVES DE SOUZA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,NEGRA,41,ENSINO MÉDIO COMPLETO,MAGÉ,-1
4893,VEREADOR,LUIS HUMBERTO PEREIRA PIMENTA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,43,ENSINO MÉDIO COMPLETO,RIO BONITO,0
4895,VEREADOR,CLAUDIO REIS RIBEIRO,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,NEGRA,38,ENSINO MÉDIO COMPLETO,RIO DE JANEIRO,0
4896,VEREADOR,FILIPE RABHA LIMA COELHO MIGUEL,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,BRANCA,32,ENSINO MÉDIO COMPLETO,ANGRA DOS REIS,0
4897,VEREADOR,VAGNER DE SOUZA RAMOS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,NEGRA,30,ENSINO MÉDIO COMPLETO,RIO BONITO,0
4898,VEREADOR,ROSANGELA DIAS DOS SANTOS,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,FEMININO,NEGRA,57,ENSINO FUNDAMENTAL COMPLETO,MAGÉ,-1
4899,VEREADOR,SEBASTIÃO FERREIRA GOMES,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,NEGRA,46,ENSINO FUNDAMENTAL COMPLETO,ANGRA DOS REIS,0
4900,VEREADOR,FLAVIO MONTEIRO DA SILVA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,MASCULINO,NEGRA,61,ENSINO MÉDIO COMPLETO,DUQUE DE CAXIAS,-1
4901,VEREADOR,MARIO ROGERIO DE SOUZA,#NULO#,PARTIDO DEMOCRÁTICO TRABALHISTA,MASCULINO,BRANCA,49,ENSINO MÉDIO COMPLETO,ARARUAMA,0
4902,VEREADOR,RAQUEL FERREIRA OLIVEIRA GONÇALVES VIEIRA,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,49,SUPERIOR COMPLETO,PETRÓPOLIS,-1
4903,VEREADOR,MARCELO HENRIQUES BAPTISTA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,46,SUPERIOR COMPLETO,RIO DE JANEIRO,0
4904,VEREADOR,LUCIANE SILVA MARINHO DOS SANTOS,#NULO#,DEMOCRATAS,FEMININO,NEGRA,36,ENSINO MÉDIO COMPLETO,SÃO GONÇALO,-1
4905,VEREADOR,MARLENE NASCIMENTO DAMASCENO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,FEMININO,NEGRA,50,ENSINO MÉDIO COMPLETO,MAGÉ,-1
4906,VEREADOR,IVANILDO DOS SANTOS,#NULO#,PARTIDO TRABALHISTA CRISTÃO,MASCULINO,BRANCA,42,ENSINO FUNDAMENTAL COMPLETO,SÃO GONÇALO,-1
4907,VEREADOR,LEANDRO DE OLIVEIRA SIQUEIRA,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,MASCULINO,BRANCA,50,ENSINO MÉDIO COMPLETO,MAGÉ,-1
4908,VEREADOR,MARCELO BOB RODRIGUES DE FARIA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,MASCULINO,NEGRA,48,ENSINO FUNDAMENTAL COMPLETO,RIO DE JANEIRO,-1
4909,VEREADOR,LUIZ CARLOS TEIXEIRA DA SILVA,#NULO#,PARTIDO SOCIAL DEMOCRÁTICO,MASCULINO,BRANCA,54,ENSINO MÉDIO COMPLETO,NOVA FRIBURGO,-1
4910,VEREADOR,CARLOS ALBERTO DA COSTA SÁ,#NULO#,PARTIDO TRABALHISTA NACIONAL,MASCULINO,NEGRA,49,ENSINO MÉDIO COMPLETO,CORDEIRO,-1
4911,VEREADOR,GESSICA FRANCO DE SOUZA,#NULO#,PARTIDO REPUBLICANO BRASILEIRO,FEMININO,BRANCA,22,ENSINO MÉDIO COMPLETO,TRAJANO DE MORAES,-1
4912,VEREADOR,TAMIRIS SOUZA RODRIGUES,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,FEMININO,BRANCA,21,SUPERIOR INCOMPLETO,CABO FRIO,0
4913,VEREADOR,CLEBER DE SOUZA FERREIRA,#NULO#,PARTIDO HUMANISTA DA SOLIDARIEDADE,MASCULINO,BRANCA,44,ENSINO FUNDAMENTAL COMPLETO,MIGUEL PEREIRA,-1
4914,VEREADOR,HAMILTON MACHADO VALERIOTE JUNIOR,#NULO#,PARTIDO SOCIALISTA BRASILEIRO,MASCULINO,BRANCA,34,SUPERIOR COMPLETO,SÃO JOSÉ DE UBÁ,-1
4915,VEREADOR,JOSIAS DA SILVA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,39,ENSINO FUNDAMENTAL INCOMPLETO,TRAJANO DE MORAES,-1
4916,VEREADOR,CREUZA TEIXEIRA DA SILVA,#NULO#,PARTIDO SOCIAL CRISTÃO,FEMININO,NEGRA,63,ENSINO MÉDIO COMPLETO,ITABORAÍ,0
4917,VEREADOR,ALDO MANOEL DA SILVA,#NULO#,PARTIDO TRABALHISTA DO BRASIL,MASCULINO,NEGRA,56,ENSINO FUNDAMENTAL INCOMPLETO,NOVA IGUAÇU,-1
4918,VEREADOR,LUIZ CARLOS VIANA SANTOS,#NULO#,PARTIDO VERDE,MASCULINO,BRANCA,45,ENSINO MÉDIO COMPLETO,JAPERI,-1
4919,VEREADOR,SOLANGE ALVES SILVEIRA,#NULO#,PARTIDO COMUNISTA DO BRASIL,FEMININO,BRANCA,50,SUPERIOR COMPLETO,VOLTA REDONDA,-1
4920,VEREADOR,JEFERSON MARINHO FACIO,#NULO#,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,MASCULINO,NEGRA,30,ENSINO MÉDIO COMPLETO,ARARUAMA,0
4921,VEREADOR,THIAGO VALÉRIO DA SILVA,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,34,SUPERIOR COMPLETO,BARRA MANSA,-1
4922,VEREADOR,TATIANA CARNEIRO CHAGAS,#NULO#,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,FEMININO,BRANCA,35,ENSINO MÉDIO COMPLETO,SAQUAREMA,-1
4923,VEREADOR,ALADILMAR SANTOS DE CARVALHO,#NULO#,PARTIDO PÁTRIA LIVRE,FEMININO,NEGRA,62,ENSINO FUNDAMENTAL COMPLETO,NILÓPOLIS,-1
4924,VEREADOR,ANDERSON DE PAULA SANTIAGO,#NULO#,PARTIDO PROGRESSISTA,MASCULINO,BRANCA,37,ENSINO MÉDIO COMPLETO,JAPERI,-1
4925,VEREADOR,IVANILDA BARBOSA OLIVEIRA,#NULO#,PARTIDO DA MULHER BRASILEIRA,FEMININO,NEGRA,30,ENSINO MÉDIO COMPLETO,CAMPOS DOS GOYTACAZES,-1
4926,VEREADOR,ZILDA MARIA DE SENA NASCIMENTO,#NULO#,PARTIDO REPUBLICANO DA ORDEM SOCIAL,FEMININO,NEGRA,71,ENSINO FUNDAMENTAL COMPLETO,ANGRA DOS REIS,0
4927,VEREADOR,BRUNO ALEXANDRE CRESPO,#NULO#,DEMOCRATAS,MASCULINO,BRANCA,38,ENSINO MÉDIO COMPLETO,SANTO ANTÔNIO DE PÁDUA,-1
4928,VEREADOR,ARIOVALDO PINTO DA COSTA,#NULO#,PARTIDO SOCIAL CRISTÃO,MASCULINO,BRANCA,49,ENSINO FUNDAMENTAL INCOMPLETO,CABO FRIO,0
4929,VEREADOR,MARCELO DE CARVALHO BARRETO,#NULO#,PARTIDO POPULAR SOCIALISTA,MASCULINO,BRANCA,26,SUPERIOR COMPLETO,CAMPOS DOS GOYTACAZES,-1
4930,VEREADOR,ADRIANA BARBOSA DA ROCHA,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,FEMININO,BRANCA,44,SUPERIOR COMPLETO,PIRAÍ,-1
4931,VEREADOR,JOSE DAMIAO VASCONCELOS RANGEL,#NULO#,PARTIDO SOCIAL DEMOCRATA CRISTÃO,MASCULINO,NEGRA,50,ENSINO FUNDAMENTAL INCOMPLETO,CAMPOS DOS GOYTACAZES,-1
